resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_recommendation,vi_plant,vi_material,material_description,material_composition,measured_weight,total_measured_weight,weight_unit,source_product_scope,source_sheet,source_file,vi_plant_name,total_weight,material_type,final_destination_of_material_at_plant
......6,0010,X,5263050,Insulating sleeve 6.3 imprint 11,1.0,ST,ST,,16.0,Vi-Technika Legnica,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0011,X,5413921,Insulating sleeve 6.3 condition 21,1.0,ST,ST,,16.0,Vi-Technika Legnica,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0023,,6156005,Velcro strap,1.0,ST,ST,,0.0,Third Party,-,Polyester,Polyester,122.4,122.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0024,,6147943,Grounding plate Mains switch,1.0,ST,ST,,0.0,Third Party,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,8.8,8.8,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0032,,6157385,Insulation profile 25 x 4 x 125,1.0,ST,ST,,0.0,Third Party,EPDM-Zellgummi,EPDM - Rubber,Ethylene Propylene Diene Monomer Rubber,2.4,2.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0033,,6147784,Guide rail MAG,1.0,ST,ST,,5.0,Vi-Werke Allendorf,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,80.2,80.2,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0037,,9693461,Gasket A 27 x 38 x 2,2.0,ST,ST,,0.0,Third Party,Novapress 850,Elastomer-fiber,polyaramids,1.8,3.6,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0044,,9697140,Half-round head screw M4 x 5 TX20,2.0,ST,ST,,0.0,Third Party,10.9,Carbon steel,"FE(99,38%) C(0,55%) P(0,035%) S(0,035%)",0.6,1.2,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0057,X,7923793,Defrost buffer,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
...3,0002,X,7928474,Defrost buffer,1.0,ST,ST,,6.0,"Vi - Faulquemont,France",,,,7364.3,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0001,X,7928470,Accumulator with WD,1.0,ST,ST,,6.0,"Vi - Faulquemont,France",,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0001,X,7928402,Tank welded,1.0,ST,ST,,6.0,"Vi - Faulquemont,France",,,,,130.22,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0001,,6145472,Shell in front,1.0,ST,ST,,0.0,Third Party,1.0976,Alloy Quality Steel,Fe(97.405%) Si(0.5%) Mn(1.5%) P(0.025%) S(0.02%) Al(0.015%) Nb(0.045%) Ti(0.075%) V(0.1%),,3071.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0005,X,7933676,Shell with nipple,1.0,ST,ST,,6.0,"Vi - Faulquemont,France",,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0001,,6145471,Shell back,1.0,ST,ST,,0.0,Third Party,1.0976,Alloy Quality Steel,Fe(97.405%) Si(0.5%) Mn(1.5%) P(0.025%) S(0.02%) Al(0.015%) Nb(0.045%) Ti(0.075%) V(0.1%),,3440.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0002,,6145470,nipple G1 1/4,2.0,ST,ST,,0.0,Third Party,1.0345,heat-resistant structural steel,"FE(97,19%) Mn(1,2%) C(0,16%) Si(0,35%) Cr(0,3%) Ni(0,3%) Cu(0,3%) Others(0,2%)",,186.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0003,X,7930492,Foam contour,1.0,ST,ST,,6.0,"Vi - Faulquemont,France",,,,,537.08,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0001,,9567109,PU rigid foam component A2,0.221,KG,KG,,1000.0,Third Party products abroad,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0002,,9507213,Isocyanate B component - PMDI,0.332,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0002,,6180732,Inner pipe heating water,1.0,ST,ST,,0.0,Third Party,PE-Xc,Polyethylene crosslinked,Polyethylene crosslinked,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0003,,5470478,Rec. barcode incl. RFID - Vitosol,1.0,ST,ST,,0.0,Third Party,Papier doppelt beschichtet,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0064,,6198217,"Type plate Vitocal 250-A, AWO-E-AC 251.A1",1.0,ST,ST,,0.0,Third Party,PP-Folie lamin,Polypropylene,Polypropylene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0073,,6160964,Sticker Connectivity international,1.0,ST,ST,,0.0,Third Party,PP-Folie selbstklebend,Polypropylene,Polypropylene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0075,,6179161,Sticker connection diagram VC 150-A/250-A,1.0,ST,ST,,0.0,Third Party,PP-Folie selbstklebend,Polypropylene,Polypropylene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0079,,6158603,STB holder,1.0,ST,ST,,5.0,Vi-Werke Allendorf,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,38.4,38.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0080,X,7966959,Cable set Mono wall 1hk,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
...3,0001,,6077479,Double cable entry Sensor cable,1.0,ST,ST,,0.0,Third Party,TPE-E 70Shore A,Thermoplastic - TPE-E 70Shore A,Thermoplastic elastomer (TPE),1.2,1.2,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
...3,0104,X,7961399,ABG_cable harness mono extra-low voltage,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0003,X,7961466,Wiring harness extra-low voltage 1C mono,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0015,X,5293079,Cable grommet sprue cable D=5-11,0.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.0,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0096,,9506683,Label 20 x 10 white,0.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0115,,9649336,"Control cable Li31YYW 3 x 0,34",0.0,M,M,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0004,X,7961465,F-cable harness extra-low voltage 1C mono,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,114.2,114.2,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0021,X,7966703,F-cable EHCU_X7,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0004,,9649336,"Control cable Li31YYW 3 x 0,34",0.57,M,M,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0022,X,7966712,F-cable harness EHCU_X19,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0003,,9506683,Label 20 x 10 white,2.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0023,X,7966716,F harness EHCU_X10,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0004,X,5293079,Cable grommet sprue cable-D=5-11,1.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.002,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0024,X,7966732,F-Cable harness X105,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0001,X,7966724,F-cable harness HMU_X3,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0004,X,7966718,"F-stranded wire Li32Y 0,34 BK",4.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0003,X,7966723,F-cable harness EHCU_X23,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0001,,9506683,Label 20 x 10 white,1.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0004,X,7966719,"F-stranded wire Li32Y 0,34 BK",2.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0005,X,5293079,Cable grommet Sprue part Cable-D=5-11,1.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.002,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0025,X,7966734,F-Cable harness X104,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0001,X,7966729,F-cable harness HMU_X2,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0005,X,7966721,"F-stranded wire Li32Y 0,34 BK",2.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0003,X,7966725,F-cable harness EHCU_X5,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0003,,9506683,Label 20 x 10 white,1.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0005,X,7966720,"F-switching wire Li32Y 0,34 BK",3.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0004,X,5293079,Cable grommet sprue cable-D=5-11,1.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.002,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
...3,0113,,5216893,Cable entry grommet,3.0,ST,ST,,0.0,Third Party,TPE-E 70Shore A,Thermoplastic - TPE-E 70Shore A,Thermoplastic elastomer (TPE),1.2,3.5999999999999996,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
...3,0114,X,7951199,ABG_cable harness 200-S ground wire,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0002,X,7951198,Wiring harness 200-S Ground wire 1C,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0004,X,7952515,F-Cable harness 200-S Ground cable 1C,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,26.2,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
...3,0117,X,7948341,ABG_Cable harness 200-S P&P2_4/3 way valve 1C,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0001,X,7948259,Wiring harness 200-S P&P2_4/3 way valve 1C,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0006,X,5293079,Cable grommet sprue part cable-D=5-11,0.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.0,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0130,,9506683,Label 20 x 10 white,0.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0131,,9506683,Label 20 x 10 white,0.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0002,X,7948249,F-cable harness 200-S P&P2_4/3 way valve 1,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,53.4,53.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0174,X,7948568,F-cable harness EHCU_X1,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0004,X,7948555,F-cable harness Motor_Valve,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0001,X,7948546,"F-stranded wire Li32Y 0,34 BK",5.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0005,,9506683,Label 20 x 10 white,1.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0175,X,7948604,F-Cable harness HMU_X8 / EHCU_X17,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0002,X,5293079,Cable grommet sprue part cable-D=5-11,1.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.002,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0008,X,7948589,F-cable harness HMU_X8,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0001,X,7948570,"F-switching strand Li32 0,34 BK",3.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0009,X,7948597,F-cable harness EHCU_X17,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0004,X,7948590,"F-stranded wire Li32Y 0,34 BK",2.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,0005,,9506683,Label 20 x 10 white,1.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
...3,0118,X,7977862,ABG cable harness 230V 1C,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0001,X,7977857,Cable harness 230V 1C,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0001,X,5293079,Cable grommet sprue part cable-D=5-11,0.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.0,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
....4,0002,X,7977897,F-cable harness 230V 1C,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,98.8,98.8,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0002,X,7978576,F-cable harness EHCU_X6,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0004,X,7979970,"ABG H05V2V2-F 3G0,75 sw",0.85,ST,ST,,1000.0,Third Party products abroad,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.....5,0003,X,7978575,F-cable harness EHCU_X3,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0001,X,5293079,Cable grommet sprue part cable-D=5-11,1.0,ST,ST,,16.0,Vi-Technika Legnica,Thermelt 865,Thermoplastic - Thermelt 865,Polyamide,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.......7,1000,,9543311,Hot melt adhesive granules Thermelt 867,0.002,KG,KG,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
......6,0002,X,7979970,"ABG H05V2V2-F 3G0,75 sw",0.51,ST,ST,,1000.0,Third Party products abroad,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.1,0013,,7977402,pallet IDU 450,1.0,ST,ST,,0.0,Third Party,Wood,Wood,Wood,8550.0,8550.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.1,0014,,9507033,Washer 5 - 200HV,2.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),1.2,2.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.1,0015,,9544774,"bag 265 x 170 x 0,10",1.0,ST,ST,,0.0,Third Party,PE-LD,Polyethylene,Polyethylene,10.0,10.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.1,0017,,9577326,Nopa foam mat 2 x 550 x 1000,1.0,ST,ST,,0.0,Third Party,PE-Schaum,Polyethylene foam,Polyethylene,60.0,60.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.1,0018,,9589985,"strapping band 11,70 x 0,7",4.1,M,M,,0.0,Third Party,PP,Polypropylene,Polypropylene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.1,0020,,6163140,POTA IDU VC 250-A AWO-E-AC 251.A16,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
.1,0021,X,7246270,ErP-Label VC 250-A accessory pack,1.0,ST,ST,,0.0,Third Party,,,,40.0,40.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0001,,6194091,ErP label VC 250-A AWO-M-E-AC 251.A10 UA,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0002,,6194153,Type ref. by-pack ErP-Lab.VC250-A,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0003,,9544901,Envelope C5 white ADH closure,1.0,ST,ST,,0.0,Third Party,Papier 115g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0004,,6194092,ErP-Label VC 250-A AWO-M-E-AC 251.A13 UA,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0005,,6194093,ErP-Label VC 250-A AWO-E-AC 251.A10 UA,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0006,,6194094,ErP label VC 250-A AWO-E-AC 251.A13 UA,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0007,,6194097,ErP-Lab.VC250-A AWO-E-AC-AF 251.A10 UA,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0008,,6194095,ErP-Lab.VC250-A AWO-M-E-AC-AF 251.A10 UA,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
..2,0009,,6194098,ErP-Lab.VC250-A AWO-E-AC-AF 251.A13 UA,1.0,ST,ST,,1000.0,Third Party products abroad,Kopierpapier 80g,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx,,,,
