component_type,material_main,mass_g,recycled_content_pct,supplier_region,compliance_rohs,contains_hazardous_substance,repairability_bin
pcb,steel,35.49,43.6,EU,0,1,Low
pcb,steel,76.04,62.4,EU,0,0,Low
connector,glass,11.27,30.2,APAC,0,0,Medium
housing,copper,20.67,73.3,APAC,1,1,Medium
housing,aluminum,49.16,0.0,NA,0,0,Medium
connector,plastic,48.04,49.2,APAC,0,1,Low
connector,aluminum,67.05,49.6,NA,1,0,Low
pcb,glass,51.77,36.9,NA,1,0,High
cell,copper,33.73,59.5,EU,1,1,Medium
cell,glass,42.05,26.7,EU,0,1,Medium
connector,glass,49.69,67.8,NA,1,1,Low
cell,glass,61.35,24.5,APAC,0,1,Medium
cell,copper,50.08,58.2,NA,0,0,Low
connector,copper,47.33,0.0,NA,1,0,Medium
housing,glass,49.51,41.3,EU,1,0,Medium
housing,aluminum,40.13,43.8,Other,0,1,Low
connector,glass,16.04,31.6,Other,0,1,Medium
cell,aluminum,55.49,36.7,NA,0,0,High
housing,copper,40.73,15.4,APAC,0,0,Medium
connector,glass,20.67,43.2,NA,1,1,Medium
housing,aluminum,59.02,42.4,EU,1,1,High
pcb,plastic,33.73,33.1,APAC,0,1,Low
housing,steel,16.87,51.7,NA,0,0,Medium
pcb,glass,53.13,39.6,EU,1,1,Medium
pcb,aluminum,48.04,41.0,Other,1,0,Low
pcb,glass,89.12,33.6,NA,0,0,High
housing,aluminum,22.33,6.7,NA,1,1,Medium
pcb,plastic,45.01,58.3,NA,1,1,Medium
pcb,copper,47.64,6.0,EU,0,1,High
connector,copper,30.88,63.0,APAC,1,1,Low
connector,copper,59.02,30.9,Other,0,0,Medium
connector,plastic,40.13,97.4,Other,1,1,Low
connector,steel,73.05,43.2,EU,1,1,Low
cell,glass,21.24,41.3,NA,1,1,Low
housing,steel,35.49,35.0,EU,1,0,Medium
cell,copper,33.73,62.4,Other,1,1,Medium
pcb,plastic,23.07,7.2,EU,0,0,Medium
connector,steel,29.09,27.2,NA,1,0,Medium
connector,glass,45.24,44.7,APAC,0,0,Medium
connector,copper,62.87,34.4,EU,0,1,High
housing,plastic,45.55,30.1,EU,1,0,Medium
pcb,steel,53.13,30.2,NA,1,1,Medium
pcb,aluminum,63.54,18.3,APAC,0,0,Low
housing,aluminum,63.8,58.2,APAC,1,1,Medium
housing,copper,34.77,34.9,NA,1,1,Low
connector,plastic,74.22,35.5,EU,1,0,Medium
housing,aluminum,44.04,19.0,APAC,1,0,Low
housing,aluminum,63.83,15.8,EU,0,1,Low
pcb,aluminum,63.33,38.5,APAC,1,0,High
pcb,glass,66.83,73.3,NA,0,0,Medium
connector,copper,45.21,58.3,NA,0,0,Low
pcb,aluminum,17.67,23.1,EU,0,0,Low
housing,copper,65.62,27.9,Other,1,1,Low
cell,aluminum,45.86,37.1,EU,0,1,Medium
cell,steel,45.21,51.7,EU,0,1,Medium
pcb,plastic,60.48,44.7,APAC,1,1,Medium
housing,copper,59.87,14.2,NA,1,1,High
connector,copper,49.16,68.0,EU,1,0,High
housing,steel,53.13,73.5,EU,1,0,High
connector,plastic,51.77,35.0,NA,1,0,Low
connector,steel,39.14,57.0,APAC,0,0,Medium
pcb,plastic,61.57,38.9,NA,0,0,Medium
pcb,steel,58.32,44.7,APAC,0,1,Medium
cell,copper,35.61,30.9,APAC,1,1,Medium
pcb,aluminum,57.8,0.5,NA,1,1,Medium
pcb,glass,56.99,28.2,EU,1,1,Medium
cell,steel,27.46,73.0,APAC,0,1,High
connector,copper,61.57,7.8,EU,1,0,Low
housing,copper,59.63,31.6,NA,0,0,Medium
connector,steel,62.87,36.3,EU,1,0,High
connector,aluminum,62.18,36.9,NA,0,0,Medium
housing,copper,31.11,31.6,NA,1,0,Low
housing,aluminum,50.08,34.1,Other,1,0,Medium
housing,steel,40.44,38.9,APAC,0,0,Medium
connector,aluminum,60.42,33.6,NA,1,0,Low
connector,aluminum,79.89,33.1,NA,1,0,Medium
connector,steel,43.82,43.6,Other,1,0,Medium
pcb,steel,44.65,38.9,NA,0,0,Medium
pcb,aluminum,56.34,23.5,NA,1,0,Medium
pcb,steel,48.77,63.0,EU,1,1,Medium
pcb,plastic,71.37,36.3,EU,1,0,Medium
connector,plastic,25.72,37.1,NA,1,1,Medium
cell,steel,21.24,36.3,EU,0,0,Low
pcb,aluminum,96.08,38.5,NA,0,0,Medium
connector,copper,47.28,19.0,EU,1,0,High
connector,glass,46.85,12.3,EU,0,0,High
pcb,aluminum,65.62,34.4,Other,1,1,Medium
pcb,aluminum,91.29,35.0,APAC,0,1,Low
cell,aluminum,17.67,35.0,EU,1,0,Medium
pcb,steel,36.24,34.4,EU,1,0,Medium
cell,plastic,40.44,43.2,NA,1,1,Medium
cell,plastic,57.98,24.5,NA,1,1,Medium
connector,glass,67.05,38.5,NA,1,1,Medium
cell,steel,36.24,53.6,EU,1,0,Medium
connector,aluminum,11.27,19.0,APAC,0,1,Low
pcb,steel,62.13,7.9,APAC,1,1,Low
pcb,plastic,47.64,53.4,APAC,0,0,Medium
pcb,plastic,26.88,10.4,EU,1,1,Medium
cell,steel,29.09,36.9,EU,1,1,Low
cell,copper,47.79,2.9,APAC,0,1,Medium
connector,copper,23.07,6.7,EU,0,0,High
pcb,steel,62.8,35.0,EU,1,1,Low
pcb,glass,40.13,30.2,NA,0,0,Medium
housing,steel,45.86,41.6,EU,0,1,Medium
connector,glass,45.21,14.2,EU,1,0,Medium
housing,copper,43.78,6.0,Other,1,0,Medium
housing,aluminum,21.52,30.1,EU,1,0,Low
pcb,glass,40.38,58.2,NA,0,0,Medium
connector,copper,49.15,63.0,EU,0,0,Low
housing,glass,30.88,73.5,APAC,1,1,Low
cell,steel,36.32,20.1,EU,0,0,Low
pcb,plastic,36.24,28.7,NA,1,0,Medium
housing,glass,53.28,73.3,EU,0,1,High
connector,steel,28.8,28.2,NA,1,0,High
connector,steel,38.05,28.7,EU,0,1,Medium
cell,plastic,64.94,13.5,EU,0,1,Low
housing,copper,29.55,37.9,APAC,1,0,Medium
housing,glass,36.95,56.2,EU,1,0,Low
connector,steel,67.6,23.1,NA,0,0,Medium
connector,steel,35.49,21.3,NA,0,0,Medium
connector,glass,46.85,73.6,NA,1,1,Low
connector,copper,36.32,10.4,NA,0,0,Medium
cell,glass,40.73,7.8,NA,0,1,Medium
pcb,plastic,62.21,23.3,NA,0,0,Medium
housing,glass,71.37,20.9,NA,1,0,High
cell,aluminum,49.15,7.9,APAC,0,0,Medium
connector,copper,57.58,36.3,NA,0,1,Medium
housing,glass,83.19,73.6,Other,1,1,Medium
pcb,steel,63.54,23.9,APAC,0,1,Medium
cell,copper,28.8,53.2,NA,0,0,Low
cell,steel,21.24,67.8,Other,1,0,Low
cell,plastic,63.83,28.2,EU,0,1,Medium
connector,copper,57.58,50.5,EU,1,1,Medium
housing,steel,57.98,49.2,EU,0,0,High
housing,plastic,71.37,35.3,Other,1,1,Low
pcb,copper,67.05,38.5,Other,0,0,Medium
housing,aluminum,44.26,18.3,NA,0,1,Medium
connector,aluminum,19.18,23.9,EU,0,0,Medium
cell,copper,47.79,26.7,EU,1,1,Medium
connector,plastic,17.66,41.3,Other,0,1,Medium
housing,glass,82.96,63.0,EU,1,0,Low
connector,steel,25.72,38.5,APAC,1,1,Medium
cell,copper,42.05,36.9,EU,1,0,Medium
cell,steel,63.33,25.4,EU,0,0,Medium
pcb,copper,66.83,36.9,EU,1,1,High
housing,plastic,49.15,54.9,EU,0,0,High
housing,steel,27.44,40.0,APAC,1,1,Medium
housing,copper,62.21,13.5,NA,1,0,Medium
connector,glass,55.73,44.7,APAC,0,1,Medium
cell,glass,18.34,36.7,APAC,1,1,Medium
cell,copper,71.37,18.2,EU,1,0,Medium
housing,plastic,59.63,38.5,NA,0,0,High
pcb,steel,95.19,20.2,NA,0,0,High
housing,copper,47.79,97.4,APAC,0,1,Medium
housing,aluminum,96.08,38.9,EU,0,0,Low
housing,copper,32.18,30.2,Other,1,0,Low
housing,steel,95.19,43.6,APAC,1,1,Low
connector,copper,57.98,37.1,APAC,1,1,Low
housing,copper,62.87,20.4,APAC,1,0,Low
pcb,aluminum,44.65,59.5,EU,1,1,High
pcb,glass,18.34,2.1,NA,0,1,Medium
housing,glass,36.24,26.7,NA,0,0,High
pcb,copper,27.44,57.5,Other,0,1,Medium
pcb,steel,51.77,23.9,EU,0,0,Medium
connector,aluminum,26.22,30.2,EU,0,0,Medium
cell,aluminum,11.27,73.6,APAC,0,1,Low
housing,copper,62.87,41.6,EU,0,1,Medium
cell,plastic,67.05,52.4,APAC,0,0,Medium
connector,copper,72.74,13.5,EU,0,0,Medium
connector,plastic,42.93,24.5,Other,0,0,Medium
cell,glass,59.87,31.6,APAC,0,1,Low
connector,aluminum,80.73,51.7,APAC,1,0,Low
pcb,steel,61.57,34.9,EU,0,0,High
cell,plastic,48.04,36.7,NA,1,1,Medium
pcb,copper,17.67,3.6,NA,0,1,Low
pcb,plastic,40.13,14.2,Other,0,0,Medium
cell,copper,29.09,23.9,EU,0,1,Medium
cell,copper,39.14,26.7,EU,1,1,Medium
pcb,aluminum,43.78,34.1,EU,1,0,Low
pcb,copper,49.16,5.7,EU,0,1,Low
housing,aluminum,57.8,65.3,EU,1,1,Low
pcb,copper,38.05,2.0,NA,0,0,Medium
housing,steel,46.19,1.0,Other,1,1,Low
cell,plastic,47.33,10.4,NA,1,1,Low
pcb,plastic,57.58,42.4,EU,1,1,Medium
housing,glass,34.72,34.1,EU,1,1,Low
pcb,copper,49.16,13.0,EU,1,0,Low
connector,copper,36.24,10.4,Other,0,1,Low
pcb,steel,34.77,37.1,EU,1,1,Low
cell,copper,55.49,34.4,APAC,1,1,Medium
housing,aluminum,46.19,67.8,EU,1,1,Low
cell,copper,23.31,40.0,APAC,1,0,Medium
cell,aluminum,79.33,25.4,EU,0,1,Low
cell,glass,66.83,30.1,EU,1,0,Medium
housing,plastic,44.04,34.1,Other,1,0,Low
connector,copper,63.83,9.9,APAC,0,0,Low
cell,glass,34.77,34.9,NA,0,0,Low
pcb,aluminum,76.04,36.9,APAC,1,0,Low
pcb,plastic,47.33,26.7,APAC,1,1,Low
housing,glass,35.39,19.0,EU,0,1,Medium
housing,glass,40.44,30.2,EU,0,1,Medium
pcb,aluminum,45.55,30.2,APAC,0,0,Low
cell,glass,45.55,30.9,APAC,1,0,Low
connector,glass,71.37,5.7,NA,1,1,Medium
cell,glass,57.8,24.9,EU,0,0,Medium
housing,copper,54.64,17.4,NA,1,1,Medium
pcb,steel,64.94,34.1,EU,1,0,High
housing,steel,62.18,1.0,EU,0,1,Medium
pcb,steel,45.01,43.6,APAC,1,1,Low
cell,glass,21.24,25.4,Other,0,0,Medium
connector,copper,60.42,54.9,EU,0,0,Medium
pcb,copper,17.67,57.4,NA,1,1,Medium
connector,aluminum,27.44,20.4,EU,1,0,Low
connector,copper,36.95,73.0,NA,0,1,Medium
connector,aluminum,36.21,10.4,APAC,1,0,Low
connector,aluminum,26.22,34.9,EU,0,1,Medium
housing,copper,23.87,32.0,EU,0,1,Medium
pcb,aluminum,55.6,37.9,EU,0,0,Low
connector,glass,38.07,31.6,EU,1,0,High
housing,plastic,45.55,49.2,EU,0,0,Low
cell,steel,47.28,33.6,EU,0,1,Low
pcb,aluminum,72.82,35.0,NA,0,0,Medium
connector,copper,41.18,33.6,NA,1,0,Low
cell,steel,46.19,15.4,EU,0,1,Medium
cell,steel,57.8,73.5,APAC,0,1,Low
pcb,aluminum,57.8,24.5,EU,0,1,Low
cell,aluminum,79.89,36.3,NA,1,0,Low
pcb,copper,48.04,15.4,EU,1,1,Medium
connector,steel,18.34,44.7,APAC,1,1,Medium
connector,plastic,18.34,6.0,APAC,1,1,Medium
housing,steel,60.42,41.3,EU,1,1,Low
connector,glass,59.88,49.6,NA,0,0,Low
pcb,plastic,17.67,33.1,EU,1,1,Medium
cell,aluminum,25.72,36.9,EU,0,0,Low
cell,copper,27.44,12.3,APAC,1,0,Low
connector,plastic,20.56,23.5,EU,0,0,Medium
cell,plastic,65.62,20.4,Other,1,0,Medium
cell,steel,95.19,49.2,APAC,0,1,Medium
housing,copper,23.07,57.5,EU,0,0,Medium
cell,copper,23.07,3.6,NA,0,1,Low
connector,plastic,49.69,41.1,EU,1,1,High
pcb,plastic,63.83,32.4,EU,0,1,Medium
pcb,glass,27.46,73.6,EU,1,1,Low
housing,copper,41.18,7.8,APAC,0,0,Medium
connector,aluminum,30.88,67.8,NA,0,1,Low
cell,glass,34.77,37.9,EU,1,1,Medium
pcb,steel,23.31,52.4,APAC,1,1,Low
connector,copper,44.26,15.8,EU,1,0,Medium
cell,aluminum,41.18,36.9,EU,1,1,Medium
housing,copper,26.32,30.9,Other,0,1,Medium
cell,plastic,45.24,27.3,NA,1,0,High
connector,glass,43.75,23.3,APAC,1,1,Low
cell,copper,40.13,15.8,EU,1,0,Medium
pcb,aluminum,42.93,28.9,NA,1,0,Medium
cell,plastic,56.99,53.6,APAC,0,0,Medium
cell,copper,35.91,26.7,EU,1,0,Medium
pcb,plastic,53.22,19.4,NA,1,1,Medium
